wave,flux,flux_err
1350.0,3.7321440867486246e-15,3.3482368051740925e-17
1351.0,3.7235953542724565e-15,3.3448006147639715e-17
1352.0,3.715525446765606e-15,3.335309857402521e-17
1353.0,3.707274199169822e-15,3.3363435963742104e-17
1354.0,3.699193850714642e-15,3.326467737356369e-17
1355.0,3.6913180922929494e-15,3.343199033461175e-17
1356.0,3.682829790909481e-15,3.31975883372168e-17
1357.0,3.674933246218063e-15,3.328892192453431e-17
1358.0,3.666885952632096e-15,3.318011155255188e-17
1359.0,3.6586467968286216e-15,3.3067722467805715e-17
1360.0,3.650565436791437e-15,3.291684574247833e-17
1361.0,3.6426682059346866e-15,3.306440857088055e-17
1362.0,3.634856951823143e-15,3.299252255965137e-17
1363.0,3.626706355143131e-15,3.295440092967201e-17
1364.0,3.61886995751686e-15,3.2942873788035063e-17
1365.0,3.611022916212542e-15,3.292396014401385e-17
1366.0,3.603157732454108e-15,3.2928192663577764e-17
1367.0,3.595328556083007e-15,3.2843378571011814e-17
1368.0,3.5871989352412705e-15,3.271236130905023e-17
1369.0,3.579341902992899e-15,3.2972250317027345e-17
1370.0,3.571474565866418e-15,3.33849105665545e-17
1371.0,3.563634544657649e-15,3.3249771089776004e-17
1372.0,3.555781929865336e-15,3.2542227893417765e-17
1373.0,3.5479053830624446e-15,3.2428415848377933e-17
1374.0,3.540439889335532e-15,3.249438814909966e-17
1375.0,3.5325674569699117e-15,3.2437559227528954e-17
1376.0,3.5249885988620046e-15,3.242319007391898e-17
1377.0,3.5175099623692844e-15,3.248822499046017e-17
1378.0,3.50966180654874e-15,3.2322194484473494e-17
1379.0,3.501758253088988e-15,3.228974209097161e-17
1380.0,3.494317838060422e-15,3.224575838867107e-17
1381.0,3.486727649912185e-15,3.219961153753173e-17
1382.0,3.479229330283242e-15,3.217287073192108e-17
1383.0,3.4714670983486594e-15,3.2054504908200454e-17
1384.0,3.4637684531401624e-15,3.19378694065903e-17
1385.0,3.456454757816807e-15,3.169503383765169e-17
1386.0,3.4490475144414995e-15,3.169562256088969e-17
1387.0,3.4413263124257186e-15,3.1584807681350547e-17
1388.0,3.434023720370883e-15,3.1325445586346625e-17
1389.0,3.426292454692026e-15,3.121724223537328e-17
1390.0,3.4192699113851787e-15,3.1060233418504526e-17
1391.0,3.4115643958531284e-15,3.0961408113258996e-17
1392.0,3.4042712887401944e-15,3.071431865459798e-17
1393.0,3.396802934192713e-15,3.07052234450252e-17
1394.0,3.3894915943867047e-15,3.0455901459343844e-17
1395.0,3.381790469722419e-15,2.9881395119640666e-17
1396.0,3.374742995055763e-15,2.986062442762011e-17
1397.0,3.3674521385399817e-15,2.9682133130143725e-17
1398.0,3.3600700889514747e-15,2.966166529774178e-17
