wave,flux,flux_err
1350.0,2.4776378853241145e-14,1.8484251840589952e-16
1351.0,2.471791352794406e-14,1.8463223379920682e-16
1352.0,2.4660015974573305e-14,1.8443047422730262e-16
1353.0,2.460357469974899e-14,1.835772938026047e-16
1354.0,2.4547218456580966e-14,1.8378598693460138e-16
1355.0,2.448979423829118e-14,1.831494365150147e-16
1356.0,2.443147040858306e-14,1.8250460373090021e-16
1357.0,2.4375659727707075e-14,1.820517352537325e-16
1358.0,2.4319352405203397e-14,1.8174948455388786e-16
1359.0,2.426184868843366e-14,1.808851950027612e-16
1360.0,2.4205908318086662e-14,1.8059971180973647e-16
1361.0,2.414904751957383e-14,1.8009379818927389e-16
1362.0,2.4094619264601526e-14,1.794808655800562e-16
1363.0,2.4038033766827372e-14,1.7985746428968804e-16
1364.0,2.398313808904622e-14,1.7909050909364566e-16
1365.0,2.3927332037484966e-14,1.7816636167909077e-16
1366.0,2.3871782446965005e-14,1.780330444624012e-16
1367.0,2.3816205764323675e-14,1.7708415230896878e-16
1368.0,2.3762716108489107e-14,1.7776988452841826e-16
1369.0,2.370523913328716e-14,1.7664558590195023e-16
1370.0,2.3651419989226008e-14,1.7645226862212868e-16
1371.0,2.3596864753107866e-14,1.7581023385275537e-16
1372.0,2.354271913787754e-14,1.7529083748529177e-16
1373.0,2.3489472148191715e-14,1.753705539748829e-16
1374.0,2.3434001214243183e-14,1.7486013238330134e-16
1375.0,2.3378164261806788e-14,1.74027075825484e-16
1376.0,2.332541439387857e-14,1.7285802332818523e-16
1377.0,2.3272238006186316e-14,1.729971242541118e-16
1378.0,2.321803459311837e-14,1.7248041811193054e-16
1379.0,2.3163880976596284e-14,1.7181697995973583e-16
1380.0,2.3112075899386715e-14,1.7213425092757386e-16
1381.0,2.3060820749978247e-14,1.7144607135137708e-16
1382.0,2.3006604457744802e-14,1.7125175221204314e-16
1383.0,2.295426619659382e-14,1.7066678629945027e-16
1384.0,2.2902438137747182e-14,1.708612966344255e-16
1385.0,2.2849498390231672e-14,1.6954728056661863e-16
1386.0,2.2796644832358878e-14,1.6796264868688754e-16
1387.0,2.274480393146829e-14,1.6744884632817067e-16
1388.0,2.2693083478935302e-14,1.670120658407101e-16
1389.0,2.2640164686590978e-14,1.6577719605770546e-16
1390.0,2.2587330135429216e-14,1.6421637614210478e-16
1391.0,2.253539188942315e-14,1.6365763333069365e-16
1392.0,2.2483928293208077e-14,1.6340053746708395e-16
1393.0,2.2434430505237443e-14,1.6141504827110088e-16
1394.0,2.2382765985353458e-14,1.6099962207657994e-16
1395.0,2.233114173917431e-14,1.6053272090052155e-16
1396.0,2.2279753860147493e-14,1.5983513802151551e-16
1397.0,2.223014787601507e-14,1.583263686264816e-16
1398.0,2.2178725899923218e-14,1.5765639799048289e-16
1399.0,2.212859776731265e-14,1.5638215281260898e-16
1400.0,2.207818637147269e-14,1.5577160536728971e-16
1401.0,2.2026311442979764e-14,1.5482715017027586e-16
1402.0,2.1977447918406763e-14,1.535158533866569e-16
1403.0,2.1927450268131836e-14,1.5381288645540964e-16
1404.0,2.1879154403295105e-14,1.5259791330804747e-16
1405.0,2.1828120523465404e-14,1.508453868723571e-16
1406.0,2.1778694560420726e-14,1.5083267414952256e-16
1407.0,2.172903000935769e-14,1.4863196245940658e-16
1408.0,2.167815819431837e-14,1.4841276965323159e-16
1409.0,2.1630346652339166e-14,1.4760151257531753e-16
1410.0,2.158248479285895e-14,1.4684199125926714e-16
1411.0,2.1532370526152604e-14,1.47230071676849e-16
1412.0,2.1483946181195563e-14,1.4590663207256132e-16
1413.0,2.1434766937318482e-14,1.441068998700025e-16
1414.0,2.1388350418896713e-14,1.441713952691553e-16
1415.0,2.1338699274745597e-14,1.4262047018196692e-16
1416.0,2.1289400529992723e-14,1.4189004557276051e-16
1417.0,2.1241970280810234e-14,1.4137465557327685e-16
1418.0,2.119546557095053e-14,1.4040162308823894e-16
1419.0,2.114766853412949e-14,1.4010082343439625e-16
1420.0,2.10998687687873e-14,1.3980533100879012e-16
1421.0,2.1051986053837455e-14,1.3829945765850964e-16
1422.0,2.1004007833091557e-14,1.367123957968462e-16
1423.0,2.0958986520016114e-14,1.3684935423584835e-16
1424.0,2.0910342460134786e-14,1.3562730298519126e-16
1425.0,2.0861465752474703e-14,1.3482680167053186e-16
1426.0,2.0815945173545475e-14,1.3487091834243735e-16
1427.0,2.0768431481108344e-14,1.329972499709148e-16
1428.0,2.0723294345499518e-14,1.3319516082160268e-16
1429.0,2.067761735059003e-14,1.3309095791361773e-16
1430.0,2.0630328833902345e-14,1.3177221408343863e-16
1431.0,2.058451692126382e-14,1.3122260092466153e-16
1432.0,2.0537789294122655e-14,1.3036575878249699e-16
1433.0,2.049118064520739e-14,1.2943535904032412e-16
1434.0,2.044500099818681e-14,1.285055885358999e-16
1435.0,2.040072218878524e-14,1.2830250812235712e-16
1436.0,2.0356032346914952e-14,1.2760041109351292e-16
1437.0,2.0310179522703436e-14,1.2619685840327345e-16
1438.0,2.0263462949700968e-14,1.253789574336998e-16
1439.0,2.0219745879999293e-14,1.2610173166533916e-16
1440.0,2.0174356935097127e-14,1.246830609976162e-16
1441.0,2.0128859097297977e-14,1.2323483006142658e-16
1442.0,2.0084360025222103e-14,1.2334070408926688e-16
1443.0,2.0040543747251338e-14,1.2211979830801956e-16
1444.0,1.9994571069020718e-14,1.208177435330067e-16
1445.0,1.9950847572739603e-14,1.21752672683244e-16
1446.0,1.9906864370664005e-14,1.1941840525895436e-16
1447.0,1.986298746557323e-14,1.20386721887933e-16
1448.0,1.981860396082826e-14,1.1829308754143096e-16
1449.0,1.97750905798016e-14,1.1901902124656881e-16
1450.0,1.9730285742219334e-14,1.1722936287168394e-16
1451.0,1.968812587922173e-14,1.1742939297969478e-16
1452.0,1.9642693764156022e-14,1.1675873325798667e-16
1453.0,1.9599844024205584e-14,1.151137246886504e-16
1454.0,1.9556904049207303e-14,1.1538633786064998e-16
1455.0,1.9511653143612402e-14,1.142408041134224e-16
1456.0,1.947086222082227e-14,1.1417671119857632e-16
1457.0,1.942582099745539e-14,1.1291451285092452e-16
1458.0,1.9384388774515843e-14,1.1312161709944745e-16
1459.0,1.9340607687984548e-14,1.117594806948208e-16
1460.0,1.9298103304338515e-14,1.1197286523174682e-16
1461.0,1.925720684253652e-14,1.1191513975842785e-16
1462.0,1.921388590170491e-14,1.0982669592059692e-16
1463.0,1.9172204063457504e-14,1.1012601801828982e-16
1464.0,1.9129854212382476e-14,1.0894826337916915e-16
1465.0,1.908582808473452e-14,1.091095589489536e-16
1466.0,1.904568759468141e-14,1.0858653671303682e-16
1467.0,1.9004537234165293e-14,1.0864448247910533e-16
