wave,flux,flux_err
1350.0,7.039441793447017e-14,3.7998469407019707e-16
1351.0,7.022565885366508e-14,3.792061096473947e-16
1352.0,7.006686847290088e-14,3.777239808540922e-16
1353.0,6.989981430466071e-14,3.7598734390285684e-16
1354.0,6.97432050584897e-14,3.743511911878046e-16
1355.0,6.957438015414324e-14,3.735910961916393e-16
1356.0,6.941736975528651e-14,3.721409707843852e-16
1357.0,6.924610267382585e-14,3.7064031586238746e-16
1358.0,6.909169135154694e-14,3.691265533983749e-16
1359.0,6.89352618505494e-14,3.6751747856684934e-16
1360.0,6.876773982686621e-14,3.7134551405613934e-16
1361.0,6.861205419904933e-14,3.6720800314778676e-16
1362.0,6.845747415806646e-14,3.6662018319320516e-16
1363.0,6.829980341352489e-14,3.616032935953442e-16
1364.0,6.813251634843866e-14,3.6639268366118115e-16
1365.0,6.797574218241199e-14,3.652736994944475e-16
1366.0,6.782201448816544e-14,3.6134330450871564e-16
1367.0,6.766568847288058e-14,3.606603258784754e-16
1368.0,6.750517690660124e-14,3.6386593521885006e-16
1369.0,6.734539927420188e-14,3.6414780715216866e-16
1370.0,6.719141964458495e-14,3.6257784434924558e-16
1371.0,6.703827192351826e-14,3.631636739779812e-16
1372.0,6.688615682601785e-14,3.64074527139051e-16
1373.0,6.673290011896229e-14,3.621013913736603e-16
1374.0,6.657972781745168e-14,3.59993564112204e-16
1375.0,6.642278471907447e-14,3.584132559120539e-16
1376.0,6.627074949593512e-14,3.5943133020869923e-16
1377.0,6.611753554132665e-14,3.5730920691820633e-16
1378.0,6.59669028454795e-14,3.594077619985877e-16
1379.0,6.58128263768748e-14,3.5949164250059263e-16
1380.0,6.565924521674038e-14,3.5817691980900395e-16
1381.0,6.550858848016685e-14,3.591065307153497e-16
1382.0,6.535753364338985e-14,3.5976761037171344e-16
1383.0,6.520728750094809e-14,3.6109870940677875e-16
1384.0,6.505774832024348e-14,3.590265156858424e-16
1385.0,6.490709300767323e-14,3.58469981194781e-16
1386.0,6.475624065071624e-14,3.5816766739939236e-16
1387.0,6.461083829942883e-14,3.583417595838635e-16
1388.0,6.446193713047893e-14,3.578719447143897e-16
1389.0,6.4311233672874e-14,3.570349589014475e-16
1390.0,6.416042001551185e-14,3.5614668798552706e-16
1391.0,6.402587261265575e-14,3.538281305963533e-16
1392.0,6.387743026082017e-14,3.536606446435709e-16
1393.0,6.3727961050938e-14,3.530307596384401e-16
1394.0,6.35830039906709e-14,3.5288593967606575e-16
1395.0,6.34347275482855e-14,3.52683399150336e-16
1396.0,6.328550099057422e-14,3.519738324483355e-16
1397.0,6.315143324472605e-14,3.5013677742670525e-16
1398.0,6.300314169015258e-14,3.499323047747447e-16
1399.0,6.285776631384216e-14,3.4962141472578385e-16
1400.0,6.271127578925646e-14,3.4907323723495327e-16
1401.0,6.257527515005395e-14,3.4741511862613703e-16
1402.0,6.242763709036993e-14,3.473539140773416e-16
1403.0,6.228522703089398e-14,3.478158708984511e-16
1404.0,6.214890184203564e-14,3.459392831797517e-16
1405.0,6.200224524573297e-14,3.4543672201091905e-16
1406.0,6.186725565943477e-14,3.4370120075969014e-16
1407.0,6.172110113780774e-14,3.43510085026489e-16
1408.0,6.157967422461634e-14,3.433214738929634e-16
1409.0,6.144193498494203e-14,3.420998613214253e-16
1410.0,6.129930355267279e-14,3.4255882876803405e-16
1411.0,6.116768258842909e-14,3.4117333748253277e-16
1412.0,6.102130714616873e-14,3.412389587209437e-16
1413.0,6.088659421702721e-14,3.393603619597532e-16
1414.0,6.074888381847537e-14,3.397428358814965e-16
