wave,flux,flux_err
1350.0,7.24162257600399e-15,9.261090796540516e-17
1351.0,7.226037207463935e-15,9.251130016166831e-17
1352.0,7.210520624327796e-15,9.252484284471251e-17
1353.0,7.194740183346259e-15,9.225943305045952e-17
1354.0,7.179260282667706e-15,9.19370551780797e-17
1355.0,7.163905870351474e-15,9.147140159439895e-17
1356.0,7.148483672894138e-15,9.16503204789216e-17
1357.0,7.132898717731306e-15,9.15619932080432e-17
1358.0,7.117555305522871e-15,9.11240719845728e-17
1359.0,7.1022100735728085e-15,9.117075952092828e-17
1360.0,7.086956709322693e-15,9.05823792689545e-17
1361.0,7.0713863971443115e-15,9.051191782870621e-17
1362.0,7.056289565978701e-15,9.006870604160871e-17
1363.0,7.040929962804587e-15,9.046326969943397e-17
1364.0,7.025852774398747e-15,8.997304975520612e-17
1365.0,7.010770287728397e-15,8.967546774190237e-17
1366.0,6.995523796194524e-15,8.95056393712869e-17
1367.0,6.980282583864187e-15,8.938206015798953e-17
1368.0,6.965522737946659e-15,8.947951753793715e-17
1369.0,6.9504800883114725e-15,8.911756774513262e-17
1370.0,6.935393573544926e-15,8.877456018867831e-17
1371.0,6.920526861003049e-15,8.868666659904132e-17
1372.0,6.9057225827849165e-15,8.865979278620132e-17
1373.0,6.890542701275028e-15,8.820486957781166e-17
1374.0,6.875881846028483e-15,8.812384938534787e-17
1375.0,6.861336916676158e-15,8.778951875471564e-17
1376.0,6.846263288291755e-15,8.802058005790422e-17
1377.0,6.831636078987381e-15,8.75491567026746e-17
1378.0,6.8170064872865415e-15,8.712686785632866e-17
1379.0,6.8022692619342744e-15,8.683996719210891e-17
1380.0,6.7874901602853674e-15,8.699565738234563e-17
1381.0,6.772897381350607e-15,8.688862909326447e-17
1382.0,6.758338984463378e-15,8.656724674124135e-17
1383.0,6.744029929194499e-15,8.648757246835092e-17
1384.0,6.729461009417506e-15,8.589449439900354e-17
1385.0,6.7150768026367755e-15,8.603517689273228e-17
1386.0,6.700548668331603e-15,8.595468082323393e-17
1387.0,6.686169290567446e-15,8.555251953657789e-17
1388.0,6.6717408901729e-15,8.5182039046833e-17
1389.0,6.657237341124616e-15,8.524257913814128e-17
1390.0,6.643254717643357e-15,8.47717544994324e-17
1391.0,6.628862239120477e-15,8.503083102093913e-17
1392.0,6.614823208641311e-15,8.453612773107895e-17
1393.0,6.60065039395389e-15,8.43335090147557e-17
1394.0,6.58641282151085e-15,8.412940991453766e-17
1395.0,6.572183453193247e-15,8.404095071034848e-17
1396.0,6.557962278207226e-15,8.396794614383748e-17
1397.0,6.543847385777558e-15,8.392218657155589e-17
1398.0,6.530027377354159e-15,8.33301172774941e-17
1399.0,6.515868808641824e-15,8.317594669186567e-17
1400.0,6.502061086114787e-15,8.361510714159214e-17
1401.0,6.488150552091421e-15,8.269501534625245e-17
1402.0,6.474265020405707e-15,8.312283175650877e-17
1403.0,6.46049047701952e-15,8.241404991123014e-17
1404.0,6.4464710273947015e-15,8.267531291626743e-17
1405.0,6.432652097481149e-15,8.19521215750986e-17
1406.0,6.4188375637155416e-15,8.244327839152263e-17
1407.0,6.405235918677471e-15,8.203351186668133e-17
1408.0,6.391513838955183e-15,8.251809634056458e-17
1409.0,6.377996659779941e-15,8.257761379701567e-17
1410.0,6.364155175987008e-15,8.323857403423242e-17
