wave,flux,flux_err
1350.0,2.3615304537957373e-12,9.73750788881842e-15
1351.0,2.3559071915278088e-12,9.726700432833775e-15
1352.0,2.3503704150535502e-12,9.72337498918144e-15
1353.0,2.3450577852414694e-12,9.702763879857424e-15
1354.0,2.339576173134075e-12,9.701262238501084e-15
1355.0,2.334010592546245e-12,9.658180846174008e-15
1356.0,2.328480107911428e-12,9.580244805908477e-15
1357.0,2.3230582472325083e-12,9.511697266200613e-15
1358.0,2.317744453182382e-12,9.502134374366716e-15
1359.0,2.3122750371837568e-12,9.469727083548932e-15
1360.0,2.306867901972021e-12,9.347356656899846e-15
1361.0,2.3014429298348234e-12,9.379495084562517e-15
1362.0,2.2962214449446188e-12,9.292865357420416e-15
1363.0,2.2908034777007296e-12,9.39779791478753e-15
1364.0,2.285532383348623e-12,9.281378373882594e-15
1365.0,2.280149458469027e-12,9.131108787138602e-15
1366.0,2.2748712836633743e-12,9.23738463017912e-15
1367.0,2.269528740244583e-12,9.085856185651627e-15
1368.0,2.2643508847761e-12,9.145647719396388e-15
1369.0,2.258933305729277e-12,9.073876261860122e-15
1370.0,2.253744288815921e-12,9.061980270038791e-15
1371.0,2.248512113962064e-12,8.970706814943205e-15
1372.0,2.2433239796183643e-12,8.903332617078542e-15
1373.0,2.238181744802992e-12,8.941497501250084e-15
1374.0,2.2329805270273635e-12,8.989935059559723e-15
1375.0,2.227581864345849e-12,8.854897348811038e-15
1376.0,2.2226129061316185e-12,8.770992066900455e-15
1377.0,2.217474498518534e-12,8.820002795366962e-15
1378.0,2.2122823088581856e-12,8.753776170195405e-15
1379.0,2.207121128598424e-12,8.66474789566648e-15
1380.0,2.202017517548987e-12,8.657437433675817e-15
1381.0,2.197164038795896e-12,8.638363612205068e-15
1382.0,2.1919208901159857e-12,8.62396315593503e-15
1383.0,2.1869967310332942e-12,8.560946796868951e-15
1384.0,2.181984433168075e-12,8.622819245640194e-15
1385.0,2.1769164803509013e-12,8.552848454801073e-15
1386.0,2.171881069114709e-12,8.437246432524208e-15
1387.0,2.1669296881338948e-12,8.437719922768345e-15
1388.0,2.1619972081675344e-12,8.439887152829961e-15
1389.0,2.156936925167883e-12,8.372596350986535e-15
1390.0,2.15189858110284e-12,8.26225488497002e-15
1391.0,2.1469436678076575e-12,8.252917935787732e-15
1392.0,2.1420523432870803e-12,8.259209188010373e-15
1393.0,2.1371757033078706e-12,8.22556818004312e-15
1394.0,2.1322650626090672e-12,8.215723388575038e-15
1395.0,2.1274144383092184e-12,8.15653741320729e-15
1396.0,2.1224428106575852e-12,8.186881858420644e-15
1397.0,2.1176476008022935e-12,8.127952323648203e-15
1398.0,2.1128321894687626e-12,8.036072682402678e-15
1399.0,2.10794340252325e-12,8.035618393287238e-15
1400.0,2.103114791029274e-12,8.033717751282108e-15
1401.0,2.0982519354227526e-12,7.917133047631774e-15
1402.0,2.09351480963756e-12,7.886646862281876e-15
1403.0,2.0888523309179664e-12,7.877179071208797e-15
1404.0,2.0841638030056303e-12,7.860994870323078e-15
1405.0,2.0791818610203034e-12,7.816312774473245e-15
1406.0,2.074484105733723e-12,7.844820059483253e-15
1407.0,2.0696748128406655e-12,7.721777337665503e-15
1408.0,2.0649209269928374e-12,7.666054554231126e-15
1409.0,2.0603073157801534e-12,7.666680842652212e-15
1410.0,2.055685808995848e-12,7.674587762239143e-15
1411.0,2.0510104178058406e-12,7.674047790252032e-15
1412.0,2.0463350524027407e-12,7.625658346059003e-15
1413.0,2.0415797783273176e-12,7.535643945094038e-15
1414.0,2.037119977569816e-12,7.606970770485798e-15
1415.0,2.0323867586521756e-12,7.489595630297672e-15
1416.0,2.0277777186677377e-12,7.38390459983219e-15
1417.0,2.0231827035718614e-12,7.427137435933249e-15
1418.0,2.0187733254655357e-12,7.398723625597847e-15
1419.0,2.014171325457582e-12,7.448004421196287e-15
1420.0,2.009721621025923e-12,7.382052308918215e-15
1421.0,2.0050792374158523e-12,7.474493455855146e-15
1422.0,2.000430136063324e-12,7.600150484120451e-15
1423.0,1.996104781808706e-12,7.559328961337997e-15
1424.0,1.9914450536547557e-12,7.657774857264119e-15
1425.0,1.9868118202892104e-12,7.74529014990498e-15
1426.0,1.9824549557758956e-12,7.741375566900048e-15
