wave,flux,flux_err
1350.0,1.7628435811257418e-14,1.771047003224069e-16
1351.0,1.7589231160376593e-14,1.7731377007453767e-16
1352.0,1.7550027278879436e-14,1.7764184804488615e-16
1353.0,1.7507816920546224e-14,1.7735740543979085e-16
1354.0,1.745868997539892e-14,1.7474440773556992e-16
1355.0,1.7418777175732255e-14,1.7599858048848627e-16
1356.0,1.7379555411682653e-14,1.7634567618464493e-16
1357.0,1.7335463340127058e-14,1.735401548218062e-16
1358.0,1.728925903961422e-14,1.7181604397309593e-16
1359.0,1.7249997886742182e-14,1.720923509680585e-16
1360.0,1.7210596367271275e-14,1.725685113373944e-16
1361.0,1.7170516212482714e-14,1.740771361862458e-16
1362.0,1.712536019949831e-14,1.72435569888889e-16
1363.0,1.7084760158514972e-14,1.7013271195636493e-16
1364.0,1.704039982946136e-14,1.7050458556598457e-16
1365.0,1.700049713377713e-14,1.7170111284124178e-16
1366.0,1.6962085983366607e-14,1.7059544765346143e-16
1367.0,1.6921953192762047e-14,1.7216670423648527e-16
1368.0,1.6879838120368187e-14,1.6903838878175313e-16
1369.0,1.6834889573598854e-14,1.6841569217609487e-16
1370.0,1.6793605299532415e-14,1.657531545259773e-16
1371.0,1.6753455347288984e-14,1.6725618370321044e-16
1372.0,1.6715166046210052e-14,1.660103610379212e-16
1373.0,1.6675764243356136e-14,1.6627190576337825e-16
1374.0,1.663635263587152e-14,1.666760048431607e-16
1375.0,1.659697981426627e-14,1.6705605395838953e-16
1376.0,1.65582997045265e-14,1.6626591105879378e-16
1377.0,1.651812772969059e-14,1.6761924571380775e-16
1378.0,1.6477441177217006e-14,1.6498967051173284e-16
1379.0,1.6436412990139497e-14,1.6285996340365661e-16
1380.0,1.639457501803262e-14,1.622216378994127e-16
1381.0,1.6359298634815845e-14,1.6304081984981916e-16
1382.0,1.631863777101652e-14,1.603196115675638e-16
1383.0,1.6276173849916255e-14,1.612881132218574e-16
1384.0,1.623593067402073e-14,1.5952134311805239e-16
1385.0,1.619717221854049e-14,1.6049677622890215e-16
1386.0,1.6159725974219053e-14,1.600283034773232e-16
1387.0,1.612175815855549e-14,1.596281007025173e-16
1388.0,1.6083837614002975e-14,1.5959798641844928e-16
1389.0,1.604582265116172e-14,1.5964198883188561e-16
1390.0,1.600822513058621e-14,1.591275947300329e-16
1391.0,1.5970195337369272e-14,1.5915836170703246e-16
1392.0,1.5932532535929424e-14,1.5861853109974894e-16
1393.0,1.5892429619207078e-14,1.569661684294299e-16
1394.0,1.5856879614343667e-14,1.5823744610251163e-16
1395.0,1.58169726658039e-14,1.5639202909243362e-16
