wave,flux,flux_err
1350.0,1.670203124383375e-15,4.7907717854645624e-17
1351.0,1.667149668844096e-15,4.784617898823875e-17
1352.0,1.6641763720478017e-15,4.772642388127346e-17
1353.0,1.6614142883938067e-15,4.7496951635659745e-17
1354.0,1.6584605334939675e-15,4.7372643870023706e-17
1355.0,1.6553892958085769e-15,4.731146583336321e-17
1356.0,1.6522012657665682e-15,4.723996534852935e-17
1357.0,1.649138246423779e-15,4.713271112493382e-17
1358.0,1.6464151384797082e-15,4.688336713411123e-17
1359.0,1.6434623146569156e-15,4.675755956566976e-17
1360.0,1.6403177859210998e-15,4.672103744367529e-17
1361.0,1.6374990467149637e-15,4.648329328019038e-17
1362.0,1.6346481110269273e-15,4.6257418644711895e-17
1363.0,1.6315042408211951e-15,4.6229956742897054e-17
1364.0,1.6282873836157106e-15,4.613918839303294e-17
1365.0,1.6251085943942035e-15,4.6046728000704396e-17
1366.0,1.62266915104944e-15,4.5745525042891183e-17
1367.0,1.6194242949484284e-15,4.5668980869991037e-17
1368.0,1.6162615748995605e-15,4.5590001942331914e-17
1369.0,1.6132594175192867e-15,4.545514743133165e-17
1370.0,1.6104464040740424e-15,4.5237872849638355e-17
1371.0,1.6073407409988443e-15,4.511514184825101e-17
1372.0,1.604165319451188e-15,4.501956325599263e-17
1373.0,1.6013605132039461e-15,4.481288925899701e-17
1374.0,1.5985051551269402e-15,4.463620588106908e-17
1375.0,1.5952567992415597e-15,4.4580310247945005e-17
1376.0,1.5923165962995202e-15,4.439296388683434e-17
1377.0,1.5895425969218903e-15,4.4158847136680345e-17
1378.0,1.5862987706037945e-15,4.4113800962878324e-17
1379.0,1.5832080450612763e-15,4.4014427299719005e-17
1380.0,1.5804916166694281e-15,4.379623995325093e-17
1381.0,1.5774023811099475e-15,4.369534494995418e-17
1382.0,1.5742662207923817e-15,4.362993877475468e-17
1383.0,1.5713488438780877e-15,4.3402761519999116e-17
1384.0,1.5685477876782232e-15,4.3228467015473356e-17
1385.0,1.565369199270017e-15,4.312397579586165e-17
1386.0,1.5622727230217447e-15,4.306943124864857e-17
1387.0,1.5594219412277388e-15,4.2833833108919e-17
1388.0,1.5566970857912083e-15,4.26409122378066e-17
1389.0,1.553456920376485e-15,4.255526823154381e-17
1390.0,1.5503252501915228e-15,4.251419897001346e-17
1391.0,1.5475284417475965e-15,4.226349376488671e-17
1392.0,1.544704075469884e-15,4.210360597614232e-17
1393.0,1.5415023909307755e-15,4.2015489074515555e-17
1394.0,1.5384467543034078e-15,4.194266415978722e-17
1395.0,1.5356005066293877e-15,4.171608575063546e-17
1396.0,1.5327595068528329e-15,4.157218597302517e-17
1397.0,1.529589304451197e-15,4.1516325346800335e-17
1398.0,1.5265093522086661e-15,4.1410517754920244e-17
1399.0,1.5237171475324876e-15,4.1218675503948843e-17
1400.0,1.5208016792504696e-15,4.1064265370278285e-17
1401.0,1.5176638377458692e-15,4.102430680303828e-17
1402.0,1.5146491954498736e-15,4.093887121165388e-17
1403.0,1.5120336410706428e-15,4.063916633660729e-17
1404.0,1.5090392013980845e-15,4.0557608524611974e-17
1405.0,1.506246727666408e-15,4.036933058109669e-17
1406.0,1.5032905934163108e-15,4.0236669917819765e-17
1407.0,1.5001323066112543e-15,4.0194644835136515e-17
1408.0,1.4971615940523974e-15,4.0105106415648236e-17
1409.0,1.4945665328627725e-15,4.0280497929912585e-17
1410.0,1.4915639135303906e-15,4.0422819098259247e-17
1411.0,1.4887343674552708e-15,4.009530534821608e-17
1412.0,1.4858492800545557e-15,4.020444054001191e-17
1413.0,1.4828958479705191e-15,4.0602058817568786e-17
1414.0,1.4800509160542447e-15,4.0606806382246236e-17
1415.0,1.4772081101035285e-15,4.0314222159803445e-17
1416.0,1.474353402894503e-15,4.0354860068374123e-17
1417.0,1.4714898230145738e-15,4.067266185120887e-17
1418.0,1.4685818442285143e-15,4.087653246707827e-17
1419.0,1.465784314315948e-15,4.0647100335623686e-17
1420.0,1.4628450363783587e-15,4.0551541067470554e-17
1421.0,1.4600966025374902e-15,4.071964728439881e-17
1422.0,1.4572796858021143e-15,4.1215785748041866e-17
1423.0,1.4544171112653268e-15,4.09703623514253e-17
1424.0,1.4515988345179961e-15,4.074661716368622e-17
1425.0,1.4487599463236306e-15,4.170457913447092e-17
1426.0,1.4459678232623644e-15,4.147504870174173e-17
1427.0,1.4431804710522361e-15,4.121278837416236e-17
1428.0,1.4403681218872333e-15,4.137539233442031e-17
1429.0,1.4375764681827877e-15,4.131118879773308e-17
1430.0,1.4348205438592395e-15,4.1206924099054854e-17
1431.0,1.432003526146113e-15,4.111961665005093e-17
1432.0,1.4292495156929074e-15,4.10026169394863e-17
1433.0,1.4264182659336892e-15,4.092434926211522e-17
1434.0,1.4236683833006303e-15,4.080680854936133e-17
1435.0,1.4208933280708918e-15,4.0754052451899675e-17
1436.0,1.4181360282534702e-15,4.063324916238089e-17
1437.0,1.4153813945757426e-15,4.0532232684197845e-17
1438.0,1.4126539212059475e-15,4.044744604818481e-17
1439.0,1.4098738003424935e-15,4.034881247088089e-17
1440.0,1.40718501417236e-15,4.025366175160421e-17
1441.0,1.4044293765713186e-15,4.0196735610258317e-17
1442.0,1.401688968771091e-15,4.009248255987051e-17
1443.0,1.3989815167716542e-15,3.9990771842171165e-17
1444.0,1.3963020269854318e-15,3.98946317972382e-17
1445.0,1.3936146330967582e-15,3.980156176258822e-17
1446.0,1.3909390229735832e-15,3.970975564840907e-17
1447.0,1.3882143081839887e-15,3.960173736672375e-17
1448.0,1.385567579629965e-15,3.951837377476496e-17
1449.0,1.382860230316025e-15,3.9443099959825e-17
1450.0,1.3802078305430083e-15,3.9333480980634746e-17
1451.0,1.3774162635748274e-15,3.9262886265051435e-17
1452.0,1.3747958864739498e-15,3.917028011606258e-17
1453.0,1.3721639452346864e-15,3.907948826618901e-17
1454.0,1.3695384321903958e-15,3.8984583279785204e-17
1455.0,1.366912112402721e-15,3.88965960225358e-17
1456.0,1.3642626956223068e-15,3.8798310400651883e-17
1457.0,1.3616410644890475e-15,3.8719016991332315e-17
1458.0,1.358983019551859e-15,3.86441186138095e-17
1459.0,1.3563815535006834e-15,3.85242849344611e-17
1460.0,1.3537533001699206e-15,3.844478322574325e-17
1461.0,1.3510862332894113e-15,3.8369648794030835e-17
1462.0,1.3485134292088014e-15,3.825619697526454e-17
1463.0,1.3459629979981275e-15,3.819037595558145e-17
1464.0,1.343324181462675e-15,3.81000387889977e-17
1465.0,1.3406982897516482e-15,3.8008215979400946e-17
1466.0,1.3381444979217642e-15,3.794163871300155e-17
1467.0,1.3355530477339482e-15,3.7832536201760314e-17
1468.0,1.3330362141768165e-15,3.7740327333078155e-17
1469.0,1.3304375382770408e-15,3.766035102149983e-17
1470.0,1.3278610536523903e-15,3.758709332831938e-17
1471.0,1.3253019583632224e-15,3.751786694795227e-17
1472.0,1.3227916023303468e-15,3.739603671524435e-17
1473.0,1.320258921133074e-15,3.7338502717269474e-17
1474.0,1.3176479914691408e-15,3.7253094644307793e-17
1475.0,1.3151868729167991e-15,3.714809065138677e-17
1476.0,1.3126253036778384e-15,3.708082540122581e-17
1477.0,1.3101630005567433e-15,3.697505352648318e-17
1478.0,1.3076010945290983e-15,3.691022847056768e-17
1479.0,1.3051285669089344e-15,3.680000772283144e-17
1480.0,1.3025735457806247e-15,3.673662576667756e-17
1481.0,1.3001323278206038e-15,3.663935099569037e-17
1482.0,1.2976186415787864e-15,3.657417007658012e-17
1483.0,1.295168187744496e-15,3.648471296836796e-17
1484.0,1.2927240785447807e-15,3.638670038398192e-17
1485.0,1.2901858629914658e-15,3.6330405370917416e-17
1486.0,1.2877790570831333e-15,3.622598627245121e-17
1487.0,1.2852760391497057e-15,3.616463338797263e-17
1488.0,1.2828385388593357e-15,3.6051185429770445e-17
1489.0,1.2803556413593349e-15,3.599631822361098e-17
1490.0,1.2779656468588018e-15,3.5891706680994307e-17
1491.0,1.275480318833353e-15,3.5836350687399697e-17
1492.0,1.2730863565909151e-15,3.5738793756410423e-17
