wave,flux,flux_err
1350.0,2.0096092232202533e-14,1.0768319631241335e-16
1351.0,2.005379613203416e-14,1.0582234406568948e-16
1352.0,2.0011845952583468e-14,1.071812163402684e-16
1353.0,1.996961136672659e-14,1.0584839746699523e-16
1354.0,1.9927430521145917e-14,1.05732080811193e-16
1355.0,1.9886200562257007e-14,1.0697957894804352e-16
1356.0,1.984378299096957e-14,1.0572419077339077e-16
1357.0,1.9802437531666408e-14,1.0568799341885287e-16
1358.0,1.976103498469554e-14,1.0562279765378897e-16
1359.0,1.971961699587741e-14,1.0522944811995097e-16
1360.0,1.9678119061220872e-14,1.0478735110100389e-16
1361.0,1.9636560485825548e-14,1.0513305421264184e-16
1362.0,1.9594943688391793e-14,1.0469752081387324e-16
1363.0,1.9553287967117492e-14,1.0346900386815849e-16
1364.0,1.951272693850287e-14,1.035654800000413e-16
1365.0,1.9471987950385486e-14,1.0385440023362405e-16
1366.0,1.9430186940723818e-14,1.0200387653355896e-16
1367.0,1.939047045340873e-14,1.036280467305774e-16
1368.0,1.9348591181779953e-14,1.0210137605093638e-16
1369.0,1.930876086691789e-14,1.0297290664087053e-16
1370.0,1.9267615801951045e-14,1.0345223991427705e-16
1371.0,1.922684835867276e-14,1.0177318498830795e-16
1372.0,1.9186886640252827e-14,1.0182347962872634e-16
1373.0,1.9146438414397352e-14,1.0282542566132797e-16
1374.0,1.910593935573915e-14,1.0023889927741474e-16
1375.0,1.9065587321671107e-14,1.014631498978335e-16
1376.0,1.902592851947566e-14,1.0192371157007198e-16
1377.0,1.8985228523412357e-14,1.0118037192082343e-16
1378.0,1.8945688447582166e-14,1.0031130205089311e-16
1379.0,1.8906034336516847e-14,9.933344929241373e-17
1380.0,1.8866530878075428e-14,9.999807739747182e-17
1381.0,1.882657972777574e-14,9.984896450594791e-17
1382.0,1.878780722633134e-14,1.0153960474650538e-16
1383.0,1.8747876734139186e-14,9.9529419284159e-17
1384.0,1.8708445182461494e-14,1.0100801096540284e-16
