wave,flux,flux_err
1350.0,9.063729592349578e-15,9.814620597528396e-17
1351.0,9.046228564554367e-15,9.870554344856473e-17
1352.0,9.028696319908289e-15,9.926493508325956e-17
1353.0,9.009942216225399e-15,9.900039707191204e-17
1354.0,8.990134360526643e-15,9.685552673073427e-17
1355.0,8.970483656386681e-15,9.72492142135022e-17
1356.0,8.953282669721473e-15,9.711568034577407e-17
1357.0,8.935276527089073e-15,9.551369814519739e-17
1358.0,8.917977867066958e-15,9.474625537215263e-17
1359.0,8.900512559478431e-15,9.483734421986894e-17
1360.0,8.882736207324061e-15,9.530710878964458e-17
1361.0,8.864126729598604e-15,9.675673555450198e-17
1362.0,8.845471509845249e-15,9.549862182721068e-17
1363.0,8.828848988689105e-15,9.404258940263737e-17
1364.0,8.810290212961861e-15,9.516125865081621e-17
1365.0,8.791889354195298e-15,9.615502773164384e-17
1366.0,8.774959912927564e-15,9.533992427633964e-17
1367.0,8.756336995989575e-15,9.650281918785142e-17
1368.0,8.739562982343449e-15,9.435405050116299e-17
1369.0,8.720878105880098e-15,9.418561619394935e-17
1370.0,8.704025291232262e-15,9.227160396837372e-17
1371.0,8.685276629323273e-15,9.343700620442036e-17
1372.0,8.668335128966278e-15,9.240627973351622e-17
1373.0,8.65032179082305e-15,9.258653523932123e-17
1374.0,8.6322630960566e-15,9.27849149933457e-17
1375.0,8.614244888576974e-15,9.291271973145291e-17
1376.0,8.5983289792065e-15,9.331767497350319e-17
1377.0,8.578031060181347e-15,9.322093199084413e-17
1378.0,8.563115193575931e-15,9.2386738919398e-17
1379.0,8.547153213978308e-15,9.146563822165483e-17
1380.0,8.528982765193038e-15,9.096209346333937e-17
1381.0,8.5114752752145e-15,9.14051431703865e-17
1382.0,8.494352118632375e-15,8.901298334759184e-17
1383.0,8.475509327576805e-15,9.00900981086397e-17
1384.0,8.458750164623497e-15,8.910677701222212e-17
1385.0,8.440648945356965e-15,8.981296773149553e-17
1386.0,8.424175554864734e-15,9.001030939583466e-17
1387.0,8.407513226033458e-15,8.994431651792315e-17
1388.0,8.390258548426633e-15,8.985673508919981e-17
1389.0,8.37284018504835e-15,8.994274983729747e-17
1390.0,8.356249720715841e-15,8.970524542773123e-17
1391.0,8.338773448733484e-15,8.978884744663909e-17
1392.0,8.3221025524632e-15,8.95504144138018e-17
1393.0,8.305014147314174e-15,8.828043089224719e-17
1394.0,8.287931782982036e-15,8.93829855002698e-17
1395.0,8.271127890530371e-15,8.79243962081662e-17
1396.0,8.254339338124456e-15,8.888800923200908e-17
1397.0,8.237478918188312e-15,8.75731917905451e-17
1398.0,8.22060910544012e-15,8.852490792900848e-17
1399.0,8.203799656634456e-15,8.71236540638965e-17
1400.0,8.18707175199219e-15,8.787847770263008e-17
1401.0,8.170557351111629e-15,8.749405881812794e-17
1402.0,8.153887298211775e-15,8.714585133526601e-17
1403.0,8.136940649781732e-15,8.689006128061724e-17
1404.0,8.12075802567508e-15,8.63463683307819e-17
1405.0,8.103781333828422e-15,8.601912004390715e-17
1406.0,8.087475149439013e-15,8.560194549268996e-17
1407.0,8.071062391121375e-15,8.511807025411924e-17
1408.0,8.054424518588814e-15,8.516941872331436e-17
1409.0,8.037907824496289e-15,8.520936262504208e-17
1410.0,8.021657761280637e-15,8.473672234880939e-17
1411.0,8.005154950408291e-15,8.466583321781109e-17
1412.0,7.988936138419096e-15,8.42860047814573e-17
1413.0,7.972430407982579e-15,8.416703985841551e-17
1414.0,7.956217059142255e-15,8.400942237777273e-17
1415.0,7.93989210741466e-15,8.371034523066157e-17
1416.0,7.92372208103137e-15,8.360592455189466e-17
1417.0,7.907436096497338e-15,8.334219411281074e-17
1418.0,7.891370659047649e-15,8.313642244818652e-17
1419.0,7.875355601580944e-15,8.286662543630757e-17
1420.0,7.859187950385807e-15,8.287574697472953e-17
1421.0,7.84317680259693e-15,8.24036018634974e-17
1422.0,7.827140960847174e-15,8.219003872685947e-17
1423.0,7.811078825312609e-15,8.217973826330612e-17
1424.0,7.795250716865733e-15,8.199363141273726e-17
1425.0,7.779341296651108e-15,8.180418309410289e-17
1426.0,7.763229814814774e-15,8.159558845402724e-17
1427.0,7.747183396926413e-15,8.126116870513773e-17
1428.0,7.731591519289995e-15,8.107510574554791e-17
1429.0,7.715927301431295e-15,8.080134826131044e-17
1430.0,7.700005300491274e-15,8.086314407526308e-17
1431.0,7.684262567523333e-15,8.037134687989991e-17
1432.0,7.668290791865022e-15,8.01271716386332e-17
1433.0,7.652900368679866e-15,8.016301017690056e-17
1434.0,7.63714302869414e-15,7.987492092022965e-17
1435.0,7.62165486555148e-15,7.983154061076381e-17
1436.0,7.60585303053767e-15,7.946845841081447e-17
1437.0,7.590518504024862e-15,7.933477033047293e-17
1438.0,7.575099441376641e-15,7.916311587624019e-17
1439.0,7.559222230066518e-15,7.905469918344711e-17
1440.0,7.543909643680864e-15,7.865069271967675e-17
1441.0,7.528576241209978e-15,7.85626282761322e-17
1442.0,7.51322970590878e-15,7.812374124233542e-17
1443.0,7.497872123149082e-15,7.799086135175607e-17
1444.0,7.482491162586196e-15,7.787678669275758e-17
1445.0,7.46707318358057e-15,7.77879138769914e-17
1446.0,7.451720110903577e-15,7.756052448985446e-17
1447.0,7.436518942996259e-15,7.750088647976712e-17
1448.0,7.421575876764738e-15,7.711367150740638e-17
1449.0,7.406105142981919e-15,7.698810726950403e-17
